id,question,answer,context
729,"Write a function in Java to sort a given array of numbers into ascending order.
Input: int[] array = {11, 7, 18, 2, 5, 8};","public static void sortAscending(int[] array) 
{ 
    // Sort the array in ascending order 
    Arrays.sort(array); 
  
    System.out.println(""Array in Ascending Order: ""); 
    for (int i = 0; i < array.length; i++)  
    { 
        System.out.print(array[i] + "" ""); 
    } 
}","### Instruction: 
 Write a function in Java to sort a given array of numbers into ascending order. 
 ### Input: int[] array = {11, 7, 18, 2, 5, 8}; 
 ### Response:
 public static void sortAscending(int[] array) 
{ 
    // Sort the array in ascending order 
    Arrays.sort(array); 
  
    System.out.println(""Array in Ascending Order: ""); 
    for (int i = 0; i < array.length; i++)  
    { 
        System.out.print(array[i] + "" ""); 
    } 
}"
736,"Modify the following Java program to find the area of a rectangle.
Input: public class Area
{
 public static void main(String[] args)
 {
 double radius = 10;
 double area = 3.14 * radius * radius;

 System.out.println(""The area of the circle = ""+area);
 }
}","public class Area
{
 public static void main(String[] args)
 {
 double length = 10;
 double width = 5;
 double area = length * width;

 System.out.println(""The area of the rectangle = ""+area);
 }
}","### Instruction: 
 Modify the following Java program to find the area of a rectangle. 
 ### Input: public class Area
{
 public static void main(String[] args)
 {
 double radius = 10;
 double area = 3.14 * radius * radius;

 System.out.println(""The area of the circle = ""+area);
 }
} 
 ### Response:
 public class Area
{
 public static void main(String[] args)
 {
 double length = 10;
 double width = 5;
 double area = length * width;

 System.out.println(""The area of the rectangle = ""+area);
 }
}"
761,"Analyze the given Java code and identify the errors.
Input: public class TestClass {
   public static void main (String[] args) {
      int x = 10;
      int y = 20
      int z = x + y;
      system.out.println(""The sum is: "" + z);
   }
}","The errors are:
1. The semicolon at the end of line 2 is missing.
2. The line 4 should be `System.out.println(""The sum is: "" + z);` (the capital S is missing).
3. The line 5 is an extra line which should be removed.","### Instruction: 
 Analyze the given Java code and identify the errors. 
 ### Input: public class TestClass {
   public static void main (String[] args) {
      int x = 10;
      int y = 20
      int z = x + y;
      system.out.println(""The sum is: "" + z);
   }
} 
 ### Response:
 The errors are:
1. The semicolon at the end of line 2 is missing.
2. The line 4 should be `System.out.println(""The sum is: "" + z);` (the capital S is missing).
3. The line 5 is an extra line which should be removed."
783,"Create a Java 8 Stream to filter a list of objects by a given field.
Input: [
    {'name': 'John', 'age': 20},
    {'name': 'Smith', 'age': 30},
    {'name': 'Bill', 'age': 40}
]","List<Object> list = Arrays.asList({
    {'name': 'John', 'age': 20},
    {'name': 'Smith', 'age': 30},
    {'name': 'Bill', 'age': 40}
});

Stream<Object> stream = list.stream();

// Filter records whose age greater than 25
stream.filter(record -> (int) record.get(""age"") > 25).forEach(System.out::println);","### Instruction: 
 Create a Java 8 Stream to filter a list of objects by a given field. 
 ### Input: [
    {'name': 'John', 'age': 20},
    {'name': 'Smith', 'age': 30},
    {'name': 'Bill', 'age': 40}
] 
 ### Response:
 List<Object> list = Arrays.asList({
    {'name': 'John', 'age': 20},
    {'name': 'Smith', 'age': 30},
    {'name': 'Bill', 'age': 40}
});

Stream<Object> stream = list.stream();

// Filter records whose age greater than 25
stream.filter(record -> (int) record.get(""age"") > 25).forEach(System.out::println);"
790,Design a class in Java that can store student information.,"public class Student {
  private String name;
  private int age;
  private String course;

  public Student(String name, int age, String course) {
    this.name = name;
    this.age = age;
    this.course = course;
  }

  public void setName(String name) {
    this.name = name;
  }
  public String getName(){
    return name;
  }
  
  public void setAge(int age){
    this.age = age;
  }

  public int getAge(){
    return age;
  }
  
  public void setCourse(String course){
    this.course = course;
  }

  public String getCourse(){
    return course;
  }
}","### Instruction: 
 Design a class in Java that can store student information. 
 ### Response:
 public class Student {
  private String name;
  private int age;
  private String course;

  public Student(String name, int age, String course) {
    this.name = name;
    this.age = age;
    this.course = course;
  }

  public void setName(String name) {
    this.name = name;
  }
  public String getName(){
    return name;
  }
  
  public void setAge(int age){
    this.age = age;
  }

  public int getAge(){
    return age;
  }
  
  public void setCourse(String course){
    this.course = course;
  }

  public String getCourse(){
    return course;
  }
}"
791,Create a class in Java that can store a list of students and the courses they are enrolled in.,"public class StudentList {
  private ArrayList<Student> students;
  private ArrayList<String> courses;

  public StudentList() {
    this.students = new ArrayList<Student>();
    this.courses = new ArrayList<String>();
  }

  public void addStudent(Student student) {
    this.students.add(student);
  }
  
  public void addCourse(String course) {
    this.courses.add(course);
  }
  
  public ArrayList<Student> getStudents() {
    return this.students;
  }
  
  public ArrayList<String> getCourses() {
    return this.courses;
  }
}","### Instruction: 
 Create a class in Java that can store a list of students and the courses they are enrolled in. 
 ### Response:
 public class StudentList {
  private ArrayList<Student> students;
  private ArrayList<String> courses;

  public StudentList() {
    this.students = new ArrayList<Student>();
    this.courses = new ArrayList<String>();
  }

  public void addStudent(Student student) {
    this.students.add(student);
  }
  
  public void addCourse(String course) {
    this.courses.add(course);
  }
  
  public ArrayList<Student> getStudents() {
    return this.students;
  }
  
  public ArrayList<String> getCourses() {
    return this.courses;
  }
}"
794,Design a class in Java that can store a list of books and their associated authors.,"public class BookCollection {
  private ArrayList<Book> books;
  private ArrayList<String> authors;

  public BookCollection() {
    this.books = new ArrayList<Book>();
    this.authors = new ArrayList<String>();
  }

  public void addBook(Book book) {
    this.books.add(book);
  }
  
  public void addAuthor(String author) {
    this.authors.add(author);
  }
  
  public ArrayList<Book> getBooks() {
    return this.books;
  }
  
  public ArrayList<String> getAuthors() {
    return this.authors;
  }
}","### Instruction: 
 Design a class in Java that can store a list of books and their associated authors. 
 ### Response:
 public class BookCollection {
  private ArrayList<Book> books;
  private ArrayList<String> authors;

  public BookCollection() {
    this.books = new ArrayList<Book>();
    this.authors = new ArrayList<String>();
  }

  public void addBook(Book book) {
    this.books.add(book);
  }
  
  public void addAuthor(String author) {
    this.authors.add(author);
  }
  
  public ArrayList<Book> getBooks() {
    return this.books;
  }
  
  public ArrayList<String> getAuthors() {
    return this.authors;
  }
}"
812,"Change this existing Java code to generate the ""Jesus Christ"" string.
Input: String str = ""Holy"";","String str = ""Holy"";
String jesusChrist = str + "" "" + ""Jesus Christ"";
System.out.println(jesusChrist);","### Instruction: 
 Change this existing Java code to generate the ""Jesus Christ"" string. 
 ### Input: String str = ""Holy""; 
 ### Response:
 String str = ""Holy"";
String jesusChrist = str + "" "" + ""Jesus Christ"";
System.out.println(jesusChrist);"
814,"Write a Java Method that takes an array of integers and returns true if the array is sorted in ascending order.
Input: array = [7, 18, 24, 55, 98]","public static boolean isSorted(int[] array) { 
    int n = array.length; 
    int temp = array[0]; 
  
    for (int i = 1; i < n; i++) { 
        if (temp > array[i]) 
            return false; 
        temp = array[i]; 
    } 
  
    return true; 
}","### Instruction: 
 Write a Java Method that takes an array of integers and returns true if the array is sorted in ascending order. 
 ### Input: array = [7, 18, 24, 55, 98] 
 ### Response:
 public static boolean isSorted(int[] array) { 
    int n = array.length; 
    int temp = array[0]; 
  
    for (int i = 1; i < n; i++) { 
        if (temp > array[i]) 
            return false; 
        temp = array[i]; 
    } 
  
    return true; 
}"
821,"Write a Java method that takes a string and prints out the number of occurrences of each letter in the string.
Input: String = ""adda123de3f""","public static void printLetterOccurrences(String str) {
    int[] alphabet = new int[26];
    for (int i = 0; i < str.length(); i++) {
        if (str.charAt(i) >= 'a' && str.charAt(i) <= 'z')
            alphabet[str.charAt(i) - 'a']++;
    }
    for (int i = 0; i < 26; i++) {
        if (alphabet[i] > 0) {
            System.out.println(""Number of Occurrences of "" + (char)(i + 'a') 
                    + "" is "" + alphabet[i]); 
        }
    }
}

// Output
// Number of Occurrences of a is 2 
// Number of Occurrences of d is 2 
// Number of Occurrences of e is 1 
// Number of Occurrences of f is 1","### Instruction: 
 Write a Java method that takes a string and prints out the number of occurrences of each letter in the string. 
 ### Input: String = ""adda123de3f"" 
 ### Response:
 public static void printLetterOccurrences(String str) {
    int[] alphabet = new int[26];
    for (int i = 0; i < str.length(); i++) {
        if (str.charAt(i) >= 'a' && str.charAt(i) <= 'z')
            alphabet[str.charAt(i) - 'a']++;
    }
    for (int i = 0; i < 26; i++) {
        if (alphabet[i] > 0) {
            System.out.println(""Number of Occurrences of "" + (char)(i + 'a') 
                    + "" is "" + alphabet[i]); 
        }
    }
}

// Output
// Number of Occurrences of a is 2 
// Number of Occurrences of d is 2 
// Number of Occurrences of e is 1 
// Number of Occurrences of f is 1"
